htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
uc2.ark:/13960/t1zc8631w	The monument in Arcadia: a dramatic poem, in two acts. 	Keate, George, 1729-1797.	1773-00-00	1	13219973			https://catalog.hathitrust.org/Record/001022395	https://hdl.handle.net/2027/uc2.ark:/13960/t1zc8631w
nnc1.0023406321	Monumenta Anglicana: : being inscriptions on the monuments of several eminent persons deceased in or since the year 1600. to the end of the year 1649. Deduced into a series of time by way of annals. / By John Le Neve, Gent. 	Bowyer, William, fl. 1719, Le Neve, John, 1679-1741,	1719-00-00	1	43138755			https://catalog.hathitrust.org/Record/008394566	https://hdl.handle.net/2027/nnc1.0023406321
nnc1.0036693170	The monuments and painted glass of upwards of one hundred churches, chiefly in the eastern part of Kent ... With an appendix, containing three churches in other counties. To which are added, a small collection of detached epitaphs ... 	Parsons, Philip, 1729-1812.	1794-00-00	1	21895256			https://catalog.hathitrust.org/Record/008396980	https://hdl.handle.net/2027/nnc1.0036693170
nyp.33433071089597	The monuments and painted glass of upwards of one hundred churches, chiefly in the eastern part of Kent ... With an appendix, containing three churches in other counties. To which are added, a small collection of detached epitaphs ... 	Parsons, Philip, 1729-1812.	1794-00-00	1	21895256			https://catalog.hathitrust.org/Record/008396980	https://hdl.handle.net/2027/nyp.33433071089597
mdp.39015030592730	Moon-shine: or The restauration of Jews-trumps and bagpipes. Being an answer to Dr. R. Wild's Letter &amp;c. and his Poetica licentia, &amp;c. 	Achard, J.	1672-00-00	1	7294724			https://catalog.hathitrust.org/Record/001776056	https://hdl.handle.net/2027/mdp.39015030592730
uc2.ark:/13960/t03x84n07	Moral and literary dissertations, on the following subjects: 1. On truth and faithfulnss. 2. On habit and association. 3. On inconsistency of expectation in literary pursuits. 4. On a taste for the general beauties of nature. 5. On a taste for the fine arts. 6. On the alliance of natural history, and philosophy, with poetry. To which are added a tribute to the memory of Charles de Polier ... and an appendix. By Thomas Percival ... 	Percival, Thomas, 1740-1804.	1784-00-00	1	5369010			https://catalog.hathitrust.org/Record/007670133	https://hdl.handle.net/2027/uc2.ark:/13960/t03x84n07
uc2.ark:/13960/t4vh5fd1z	Moral and philosophical estimates of the state and faculties of man; and the nature and sources of human happiness : a series of didactic lectures v.001		1789-00-00	1	14139263			https://catalog.hathitrust.org/Record/007690914	https://hdl.handle.net/2027/uc2.ark:/13960/t4vh5fd1z
uc2.ark:/13960/t6g15w44h	Moral and philosophical estimates of the state and faculties of man; and the nature and sources of human happiness : a series of didactic lectures v.002		1789-00-00	1	14139263			https://catalog.hathitrust.org/Record/007690914	https://hdl.handle.net/2027/uc2.ark:/13960/t6g15w44h
uc2.ark:/13960/t6tx36x8s	Moral and philosophical estimates of the state and faculties of man; and the nature and sources of human happiness : a series of didactic lectures v.003		1789-00-00	1	14139263			https://catalog.hathitrust.org/Record/007690914	https://hdl.handle.net/2027/uc2.ark:/13960/t6tx36x8s
uc2.ark:/13960/t1xd0sb50	Moral and philosophical estimates of the state and faculties of man; and the nature and sources of human happiness : a series of didactic lectures v.004		1789-00-00	1	14139263			https://catalog.hathitrust.org/Record/007690914	https://hdl.handle.net/2027/uc2.ark:/13960/t1xd0sb50
mdp.39015059413552	Moral and political dialogues : with Letters on chivalry and romance: by the Reverend Doctor Hurd, now lord bishop of Worcester v.1	Hurd, Richard, 1720-1808.	1776-00-00	1	2601842			https://catalog.hathitrust.org/Record/000480509	https://hdl.handle.net/2027/mdp.39015059413552
mdp.39015059413545	Moral and political dialogues : with Letters on chivalry and romance: by the Reverend Doctor Hurd, now lord bishop of Worcester v.2	Hurd, Richard, 1720-1808.	1776-00-00	1	2601842			https://catalog.hathitrust.org/Record/000480509	https://hdl.handle.net/2027/mdp.39015059413545
uc2.ark:/13960/t4gm83054	Moral and political dialogues : with Letters on chivalry and romance: by the Reverend Doctor Hurd, now lord bishop of Worcester v.2	Hurd, Richard, 1720-1808.	1776-00-00	1	2601842			https://catalog.hathitrust.org/Record/000480509	https://hdl.handle.net/2027/uc2.ark:/13960/t4gm83054
uc2.ark:/13960/t5m903g2b	Moral and political dialogues : with Letters on chivalry and romance: by the Reverend Doctor Hurd, now lord bishop of Worcester v.3	Hurd, Richard, 1720-1808.	1776-00-00	1	2601842			https://catalog.hathitrust.org/Record/000480509	https://hdl.handle.net/2027/uc2.ark:/13960/t5m903g2b
uc2.ark:/13960/t77s7k930	Moral and political dialogues between divers eminent persons of the past and present age; with critical and explanatory notes by the editor 	Hurd, Richard, 1720-1808.	1760-00-00	1	7188684			https://catalog.hathitrust.org/Record/007662881	https://hdl.handle.net/2027/uc2.ark:/13960/t77s7k930
mdp.39015065265962	The moral characters of Theophrastus / translated from the Greek by Eustace Budgell 	Theophrastus.	1714-00-00	1	7428997	10032084		https://catalog.hathitrust.org/Record/001058445	https://hdl.handle.net/2027/mdp.39015065265962
uc2.ark:/13960/t28912w8n	Moral contrasts: or, the power of religion exemplified under different characters 	Gilpin, William, 1724-1804.	1798-00-00	1	13776413			https://catalog.hathitrust.org/Record/007660164	https://hdl.handle.net/2027/uc2.ark:/13960/t28912w8n
mdp.39015067295025	Moral eclogues 	Scott, John, 1731-1783.	1778-00-00	1	13278028			https://catalog.hathitrust.org/Record/000779502	https://hdl.handle.net/2027/mdp.39015067295025
mdp.39015063633286	A moral essay upon the soul of man. In three parts 		1690-00-00	1	23646283	11022201		https://catalog.hathitrust.org/Record/001412561	https://hdl.handle.net/2027/mdp.39015063633286
mdp.39015024476361	The moral philosopher. In a dialogue between Philalethes a Christian deist, and Theophanes a Christian Jew. In which the grounds and reasons of religion in general, and particularly of Christianity, as distinguish'd from the religion of nature with many other matters of the utmost consequence in religion, are fairly considered, and debated, and the arguments on both sides impartially represented 	Morgan, Thomas, d. 1743.	1738-00-00	1	23620384			https://catalog.hathitrust.org/Record/001925191	https://hdl.handle.net/2027/mdp.39015024476361
nnc1.cu53285417	A moral proof of the certainty of a future state ... 	Gastrell, Francis, 1662-1725.	1737-00-00	1	16066941			https://catalog.hathitrust.org/Record/008426462	https://hdl.handle.net/2027/nnc1.cu53285417
uc2.ark:/13960/t84j0rw4f	Moral tales. : A Christmas night's entertainment. / By Lady *******. 	Hall-Stevenson, John, 1718-1785.	1783-00-00	1	9495565			https://catalog.hathitrust.org/Record/007699387	https://hdl.handle.net/2027/uc2.ark:/13960/t84j0rw4f
mdp.39015066644074	Moral tales v.1	Marmontel, Jean-François, 1723-1799.	1781-00-00	1	23639289	07017586		https://catalog.hathitrust.org/Record/001225315	https://hdl.handle.net/2027/mdp.39015066644074
mdp.39015008180096	Moral tales, v.2	Marmontel, Jean-François, 1723-1799.	1781-00-00	1	23639289	07017586		https://catalog.hathitrust.org/Record/001225315	https://hdl.handle.net/2027/mdp.39015008180096
mdp.39015066644082	Moral tales v.3	Marmontel, Jean-François, 1723-1799.	1781-00-00	1	23639289	07017586		https://catalog.hathitrust.org/Record/001225315	https://hdl.handle.net/2027/mdp.39015066644082
mdp.39015063545852	The moralist, or, A satyr upon the sects. Shewing some disputing passages by way of dialogue, between a well-principled lay-man, and a professor of theology. With relections upon some modern writings and actions, particularly the late absconding of a certain B----. By the author of the Weesils 	Brown, Thomas, 1663-1704.	1691-00-00	1	19374412	25022329		https://catalog.hathitrust.org/Record/000601405	https://hdl.handle.net/2027/mdp.39015063545852
uc2.ark:/13960/t78s4p64j	The morality of Shakespeare's drama illustrated. : In two volumes. / By Mrs. Griffith. v.2	Griffith, Mrs. 1720?-1793.	1777-00-00	1	11611632			https://catalog.hathitrust.org/Record/007688429	https://hdl.handle.net/2027/uc2.ark:/13960/t78s4p64j
uc2.ark:/13960/t9959gw2m	The morality of the East : extracted from the Koran of Mohammed : digested under alphabetical heads; with an introduction, and occasional remarks. 		1766-00-00	1	15493295			https://catalog.hathitrust.org/Record/007689767	https://hdl.handle.net/2027/uc2.ark:/13960/t9959gw2m
mdp.39015063899291	The morals of princes: or, An abstract of the most remarkable passages contain'd in the history of all the emperors who reign'd in Rome. With a moral reflection drawn from each quotation. Written originally in Italian by Count John Baptista Comazzi ... Done into English by William Hatchett. 	Comazzi, Giovanni Battista.	1729-00-00	1	4947952	22004506		https://catalog.hathitrust.org/Record/000347872	https://hdl.handle.net/2027/mdp.39015063899291
uc2.ark:/13960/t95719f24	The morals of princes: or, An abstract of the most remarkable passages contain'd in the history of all the emperors who reign'd in Rome. With a moral reflection drawn from each quotation. Written originally in Italian by Count John Baptista Comazzi ... Done into English by William Hatchett. 	Comazzi, Giovanni Battista.	1729-00-00	1	4947952	22004506		https://catalog.hathitrust.org/Record/000347872	https://hdl.handle.net/2027/uc2.ark:/13960/t95719f24
mdp.39015069273079	The morning-exercise at Cripple-gate: or, Several cases of conscience practically resolved, sundry ministers, September 1661. ... 	Annesley, Samuel, 1620?-1696.	1671-00-00	1	68149077			https://catalog.hathitrust.org/Record/001959873	https://hdl.handle.net/2027/mdp.39015069273079
mdp.39015075005788	The Mosaic theory of the solar, or planetary, system ... By Samuel Pye ... 	Pye, Samuel.	1766-00-00	1	23616016			https://catalog.hathitrust.org/Record/001936842	https://hdl.handle.net/2027/mdp.39015075005788
mdp.39015055268455	Moses and Aaron; civil and ecclesiastical rites, used by the ancient Hebrews ... 	Goodwin, Thomas, 1586 or 7-1642.	1678-00-00	1	23630787			https://catalog.hathitrust.org/Record/001929588	https://hdl.handle.net/2027/mdp.39015055268455
uc2.ark:/13960/t31264x90	Moses and Bolingbroke : a dialogue : in the manner of the Right Honourable * * * * * * *, author of the Dialogues of the dead / by Samuel Pye. 	Pye, Samuel.	1765-00-00	1	10262230			https://catalog.hathitrust.org/Record/007702684	https://hdl.handle.net/2027/uc2.ark:/13960/t31264x90
inu.32000000995706	The most excellent and lamentable tragedy, of Romeo and Juliet / as it hath beene sundrie times publiquely acted, by the Kings Maiesties seruants at the Globe 	Shakespeare, William, 1564-1616.	1609-00-00	1	2680296			https://catalog.hathitrust.org/Record/006055374	https://hdl.handle.net/2027/inu.32000000995706
inu.32000000995128	The most excellent Historie of the Merchant of Venice. With the extreame crueltie of Shylocke the Iewe towards the sayd Merchant, in cutting a iust pound of his flesh: and the obtayning of Portia by the choyse of three chests. As it hath beene diuers times acted by the Lord Chamberlaine his Seruants. Written by William Shakespeare. [Printer's ornament] 	Shakespeare, William, 1564-1616.	1600-00-00	1	15560394			https://catalog.hathitrust.org/Record/006055384	https://hdl.handle.net/2027/inu.32000000995128
mdp.39015063592052	The most general school-assistant. Containing, a complete system of arithmetic: the common and useful problems in practical geometry: the methods used in taking the dimensions of artificers work: mensuration of all kinds of superficies and solids, of artificers work, of timber, and of land: together with guaging, bills of parcels, &amp;c. &amp;c. By G. Dyer. 	Dyer, G. 1743-1820.	1770-00-00	1	23642245			https://catalog.hathitrust.org/Record/000168940	https://hdl.handle.net/2027/mdp.39015063592052
inu.32000000993743	A most pleasant and excellent conceited comedy, of Sir Iohn Falstaffe, and the merry wives of Windsor. With the swaggering vaine of ancient Pistoll, and Corporall Nym. Written by W. Shakespeare 	Shakespeare, William, 1564-1616.	1619-00-00	1	4868068			https://catalog.hathitrust.org/Record/006055381	https://hdl.handle.net/2027/inu.32000000993743
inu.32000000997611	A most pleasant comedie of Mucedorus the kings sonne of Valentia and Amadine the kings daughter of Aragon, with the merie conceites of Mouse. Newly ser foorth, as it hathe bin sundrie times plaide in the honorable cittie of London ... 	Shakespeare, William, 1564-1616.	1598-00-00	1	42970507			https://catalog.hathitrust.org/Record/006055359	https://hdl.handle.net/2027/inu.32000000997611
inu.32000000997553	A most pleasant comedie of Mucedorus the kings sonne of Valentia, and Amadine the kinges daughter of Aragon; with the merry conceites of Mouse. Amplified with new additions, as it was acted before the Kings Maiestie at White-hall on Shroue-sunday night ... 	Shakespeare, William, 1564-1616.	1610-00-00	1	42970508			https://catalog.hathitrust.org/Record/006055358	https://hdl.handle.net/2027/inu.32000000997553
inu.32000000997603	A most pleasant comedie of Mucedorus the kings sonne of Valentia, and Amadine the kinges daughter of Aragon; with the merry conceites of Mouse. Ampliflied with new additions, as it was acted before the Kings Maiestie at White-hall on Shroue-sunday night ... 	Shakespeare, William, 1564-1616.	1611-00-00	1	42970509			https://catalog.hathitrust.org/Record/006055357	https://hdl.handle.net/2027/inu.32000000997603
inu.32000000997546	A most pleasant comedie of mucedorus, the kings sohne of Valentia, and Amadine, the kings daughter of Aragon; with the merry conceits of Mouse. Amplified with new additions, as it was acted before the Kings Maiesty at White-hall on Shroue-Sunday night ... 	Shakespeare, William, 1564-1616.	1615-00-00	1	42970510			https://catalog.hathitrust.org/Record/006055356	https://hdl.handle.net/2027/inu.32000000997546
inu.32000000994931	A most pleasant comedie of Mucedorus, the kings sonne of Valentia, and Amadine the kings daughter of Aragon; with the merry conceits of Mouse. Amplified with new additions as it was acted before the Kings Maiesty, at White-hall on Shroue-Sunday night ... 	Shakespeare, William, 1564-1616.	1618-00-00	1	42970511			https://catalog.hathitrust.org/Record/006055354	https://hdl.handle.net/2027/inu.32000000994931
inu.32000000994816	A most pleasant comedy of Mucedorus, the kings sonne of Valentia, and Amadine the Kings daughter of Aragon; with the merry conceits of Mouse. Amplified with new additions, as it was acted before the Kings Maiesty at Whitehall, on shrouesunday night ... 	Shakespeare, William, 1564-1616.	1626-00-00	1	42970513			https://catalog.hathitrust.org/Record/006055352	https://hdl.handle.net/2027/inu.32000000994816
inu.32000000994873	A most pleasant comedy of Mucedorus, the kings sonne of Valentia, and Amadine the kings daughter of Aragon; with the merry conceits of Mouse. Amplified with new additions, as it was acted before the Kings Maiesty, at White-hall on Shroue-Sunday night ... 	Shakespeare, William, 1564-1616.	1619-00-00	1	42970512			https://catalog.hathitrust.org/Record/006055353	https://hdl.handle.net/2027/inu.32000000994873
mdp.39015078549683	The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner. Containing a full and particular account ... how he lived eight and twenty years in an uninhabited island, on the coast of America, &amp;c. With a true relation how he was at last miraculously preserved by pirates ... 	Defoe, Daniel, 1661?-1731.	1789-00-00	1	23641062			https://catalog.hathitrust.org/Record/001369060	https://hdl.handle.net/2027/mdp.39015078549683
mdp.39015064464061	The motion of fluids, natural and artificial; in particular that of the air and water ... By M. Clare ... 	Clare, M. d. 1751.	1747-00-00	1	2754285	06003574		https://catalog.hathitrust.org/Record/001478502	https://hdl.handle.net/2027/mdp.39015064464061
mdp.39015064367918	The motives of Richard Sheldon pr. for his iust, voluntary, and free renouncing of communion with the Bishop of Rome, Pavl the 5. and his church. ... 	Sheldon, Richard, d. 1642?	1612-00-00	1	23636797			https://catalog.hathitrust.org/Record/001932675	https://hdl.handle.net/2027/mdp.39015064367918
uc2.ark:/13960/t3fx7jb35	Mount Caburn. A poem humbly inscribed to her Grace, the Dutchess of Newcastle. 	Hay, William, 1695-1755.	1730-00-00	1	13289562			https://catalog.hathitrust.org/Record/007699749	https://hdl.handle.net/2027/uc2.ark:/13960/t3fx7jb35
mdp.39015063911203	Mount Pisgah, or A prospect of heaven; being an exposition on the 4th chapter of the first epistle to the Thessalonians, from the 13th verse to the end of the chapter By Tho. Case... 	Case, Thomas, 1598-1682.	1670-00-00	1	23633807			https://catalog.hathitrust.org/Record/001931207	https://hdl.handle.net/2027/mdp.39015063911203
uc2.ark:/13960/t9h420s5s	Mount Pleasant: a descriptive poem. To which is added, An ode. 	Roscoe, William, 1753-1831.	1777-00-00	1	5981140			https://catalog.hathitrust.org/Record/007703152	https://hdl.handle.net/2027/uc2.ark:/13960/t9h420s5s
mdp.39015063944337	The Mouse grown a rat: or, the story of the city and country mouse newly transpos'd. In a discourse betwixt Bays, Johnson, and Smith. 		1702-00-00	1	10371381			https://catalog.hathitrust.org/Record/000242120	https://hdl.handle.net/2027/mdp.39015063944337
mdp.39015065364021	Mr. Asg..l's congratulatory letter to the L..d B....p of S...m : upon the excellent modern preface just publish'd by his L......p. 	Asgill, John, 1659-1738.	1713-00-00	1	228750439			https://catalog.hathitrust.org/Record/005291640	https://hdl.handle.net/2027/mdp.39015065364021
uc2.ark:/13960/t0vq2w50j	Mr. Bower's answer to a new charge brought against him in a libel, intituled, Bower and Tillemont compared. 	Bower, Archibald, 1686-1766.	1757-00-00	1	11555012			https://catalog.hathitrust.org/Record/007686112	https://hdl.handle.net/2027/uc2.ark:/13960/t0vq2w50j
uc2.ark:/13960/t9f47mn28	Mr. Bower's answer to a scurrilous pamphlet, intituled, Six letters from A-----d B----r to Father Sheldon, provincial of the Jesuits in England, etc. v.1	Bower, Archibald, 1686-1766.	1757-00-00	1	11555071			https://catalog.hathitrust.org/Record/007686113	https://hdl.handle.net/2027/uc2.ark:/13960/t9f47mn28
uc2.ark:/13960/t2q52jc59	Mr. Bower's answer to a scurrilous pamphlet, intituled, Six letters from A-----d B----r to Father Sheldon, provincial of the Jesuits in England, etc. v.2	Bower, Archibald, 1686-1766.	1757-00-00	1	11555071			https://catalog.hathitrust.org/Record/007686113	https://hdl.handle.net/2027/uc2.ark:/13960/t2q52jc59
uc2.ark:/13960/t1mg7jx77	Mr. Burke's speech on the motion made for papers relative to the directions for charging the Nabob of Arcot's private debts to Europeans, on the revenues of the Carnatic, February 28th, 1785. With an appendix containing several documents 	Burke, Edmund, 1729-1797.	1785-00-00	1	6362498	49038887		https://catalog.hathitrust.org/Record/007685798	https://hdl.handle.net/2027/uc2.ark:/13960/t1mg7jx77
uc2.ark:/13960/t6736nk1w	Mr. Edmund Burke's speeches at his arrival at Bristol : and at the conclusion of the poll. 	Burke, Edmund, 1729-1797.	1775-00-00	1	5999753			https://catalog.hathitrust.org/Record/007654177	https://hdl.handle.net/2027/uc2.ark:/13960/t6736nk1w
uc2.ark:/13960/t2t43n906	Mr. Ireland's vindication of his conduct respecting the publication of the supposed Shakspeare mss. : being a preface or introduction to a reply to the critical labors of Mr. Malone in his Enquiry into the authenticity of certain papers, &amp;c., &amp;c. 	Ireland, Samuel, d. 1800.	1796-00-00	1	5338283			https://catalog.hathitrust.org/Record/007431971	https://hdl.handle.net/2027/uc2.ark:/13960/t2t43n906
mdp.39015080043535	Mr. Lesley's letter of advice to the nonjurors. 	Leslie, Charles, 1650-1722.	1717-00-00	1	23630043			https://catalog.hathitrust.org/Record/001942436	https://hdl.handle.net/2027/mdp.39015080043535
mdp.39015012369693	Mr. Pope's literary correspondence for thirty years; from 1704 to 1734. Being a collection of letters, which passed between him andseveral eminent persons ... v.4	Pope, Alexander, 1688-1744.	1735-00-00	1	67160806	10020448		https://catalog.hathitrust.org/Record/001019795	https://hdl.handle.net/2027/mdp.39015012369693
nyp.33433074904214	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 1	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904214
uc2.ark:/13960/t55d8pv3t	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v.01	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/uc2.ark:/13960/t55d8pv3t
nyp.33433074892286	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 2, Measure for Measure	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074892286
nyp.33433074904222	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 2	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904222
nyp.33433074892278	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 3, Midsummer Night's Dream, Merchant of Venice	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074892278
nyp.33433074904230	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 3	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904230
uc2.ark:/13960/t1kh0g27k	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v.03	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/uc2.ark:/13960/t1kh0g27k
nyp.33433074892260	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 4, All's Well, Twelfth- Night	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074892260
nyp.33433074904248	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 4	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904248
uc2.ark:/13960/t5m903f98	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v.04	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/uc2.ark:/13960/t5m903f98
nyp.33433074893250	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 5, King John, Richard II, Henry IV	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074893250
nyp.33433074904255	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 5	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904255
nyp.33433074893243	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 6, Henry V, Henry VI	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074893243
nyp.33433074904263	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 6	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904263
uc2.ark:/13960/t43r0r52q	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v.06	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/uc2.ark:/13960/t43r0r52q
nyp.33433074893235	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 7, Richard III, Henry VIII, Coriolanus	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074893235
nyp.33433074904271	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 7	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904271
uc2.ark:/13960/t6m040c6c	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v.07	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/uc2.ark:/13960/t6m040c6c
nyp.33433074893227	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 8, Juilius Ceasar, Antony and Cleopatra	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074893227
nyp.33433074904289	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 8	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904289
uc2.ark:/13960/t25b0078b	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v.08	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/uc2.ark:/13960/t25b0078b
nyp.33433074904297	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 9	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904297
uc2.ark:/13960/t4mk66j7n	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v.09	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/uc2.ark:/13960/t4mk66j7n
nyp.33433074893201	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 10, Romeo and Juliet, Hamlet, Othello	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074893201
nyp.33433074904305	Mr. William Shakespeare, his comedies, histories, and tragedies, set out by himself in quarto, or by the players, his fellows in folio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction ... v. 10	Shakespeare, William, 1564-1616.	1768-00-00	1	5124120	15003908		https://catalog.hathitrust.org/Record/004129349	https://hdl.handle.net/2027/nyp.33433074904305
